seq1_accession;seq1_variante;seq1_pais;seq1_estado;seq1_tamanho;seq1_spike_tamanho;seq1_data_coleta;seq2_accession;seq2_variante;seq2_pais;seq2_estado;seq2_tamanho;seq2_spike_tamanho;seq2_data_coleta;grupo;completa_total_score;completa_matches;completa_mismatches;completa_gap_openings;completa_gap_extentions;spike_total_score;spike_matches;spike_mismatches;spike_gap_openings;spike_gap_extentions
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OK658366.1;B.1.617.2;USA;;29866;3816;44440;intra-delta;29674;29823;43;2;7;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OL541835.1;B.1.617.2;USA;;29805;3822;44457;intra-delta;29632;29763;42;1;1;3814;3820;2;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM246133.1;B.1.617.2;USA;;29833;3816;44515;intra-delta;29722;29814;19;3;13;3789;3813;3;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM153467.1;B.1.617.2;USA;;29862;3816;44389;intra-delta;29727;29837;25;3;13;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OK158384.1;B.1.617.2;USA;;29816;3816;44428;intra-delta;29632;29775;41;2;7;3789;3813;3;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PP143706.1;B.1.617.2;USA;;29838;3816;44455;intra-delta;29620;29789;48;3;8;3781;3811;5;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP397426.1;B.1.617.2;USA;;29886;3816;44422;intra-delta;29743;29859;27;3;13;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OK507706.1;B.1.617.2;USA;;29886;3816;44419;intra-delta;29678;29839;47;2;7;3777;3810;6;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OK652281.1;B.1.617.2;USA;;29863;3816;44446;intra-delta;29671;29820;43;2;7;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OK386497.1;B.1.617.2;USA;;29867;3816;44411;intra-delta;29671;29823;44;2;7;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM246500.1;B.1.617.2;USA;;29839;3816;44523;intra-delta;29615;29788;51;2;7;3781;3811;5;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP397014.1;B.1.617.2;USA;;29873;3816;44424;intra-delta;29653;29835;38;4;28;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;MZ726510.1;B.1.617.2;USA;;29813;3816;44395;intra-delta;29633;29773;40;2;7;3789;3813;3;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM054471.1;B.1.617.2;USA;;29885;3816;44419;intra-delta;29754;29861;24;3;13;3793;3814;2;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM244584.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29695;29793;21;3;13;3789;3813;3;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM244636.1;B.1.617.2;USA;;29814;3816;44510;intra-delta;29703;29795;19;3;13;3785;3812;4;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ577963.1;B.1.1.529;Brazil;;29903;3822;44762;inter-variantes;29635;29836;67;0;0;3762;3807;15;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ567389.1;B.1.1.529;Brazil;;29888;3816;44927;inter-variantes;29580;29820;68;2;15;3741;3801;15;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ567392.1;B.1.1.529;Brazil;;29903;3822;44927;inter-variantes;29635;29836;67;0;0;3762;3807;15;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ567494.1;B.1.1.529;Brazil;;29870;3807;44927;inter-variantes;29476;29791;79;4;33;3667;3781;26;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ281310.1;B.1.1.529;Brazil;;29894;3822;45108;inter-variantes;29617;29830;64;1;9;3766;3808;14;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ281378.1;B.1.1.529;Brazil;;29873;3810;45108;inter-variantes;29505;29799;74;4;30;3688;3787;23;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;PQ281386.1;B.1.1.529;Brazil;;29867;3804;45108;inter-variantes;29484;29793;74;5;36;3683;3785;19;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OR725981.1;B.1.1.529;Egypt;;29876;3813;44835;inter-variantes;29493;29796;80;3;27;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OR725982.1;B.1.1.529;Egypt;;29876;3813;44849;inter-variantes;29481;29793;83;3;27;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OR725983.1;B.1.1.529;Egypt;;29876;3813;44863;inter-variantes;29477;29792;84;3;27;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OR717328.1;B.1.1.529;Egypt;;29876;3813;44849;inter-variantes;29513;29801;75;3;27;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ954650.1;B.1.1.529;Russia;;29882;3813;44599;inter-variantes;29469;29796;77;6;39;3638;3779;25;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ052586.1;B.1.1.529;Nigeria;;29803;3807;44548;inter-variantes;29523;29742;61;2;15;3687;3786;21;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ059020.1;B.1.1.529;Russia;;29822;3822;44806;inter-variantes;29550;29754;68;0;0;3750;3804;18;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ059024.1;B.1.1.529;Russia;;29822;3822;44806;inter-variantes;29494;29740;82;0;0;3730;3799;23;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ059027.1;B.1.1.529;Russia;;29836;3822;44890;inter-variantes;29551;29764;71;0;0;3734;3800;22;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ059028.1;B.1.1.529;Russia;;29822;3822;44890;inter-variantes;29450;29729;93;0;0;3746;3803;19;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183419.1;B.1.1.529;Egypt;;29876;3813;44698;inter-variantes;29513;29801;75;3;27;3720;3795;18;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183425.1;B.1.1.529;Egypt;;29876;3813;44740;inter-variantes;29505;29799;77;3;27;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183428.1;B.1.1.529;Egypt;;29870;3807;44742;inter-variantes;29480;29792;78;4;33;3711;3792;15;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183433.1;B.1.1.529;Egypt;;29876;3813;44743;inter-variantes;29513;29801;75;3;27;3728;3797;16;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183435.1;B.1.1.529;Egypt;;29876;3813;44744;inter-variantes;29497;29797;79;3;27;3728;3797;16;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183436.1;B.1.1.529;Egypt;;29876;3813;44744;inter-variantes;29505;29799;77;3;27;3724;3796;17;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183440.1;B.1.1.529;Egypt;;29876;3813;44749;inter-variantes;29497;29797;79;3;27;3736;3799;14;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183447.1;B.1.1.529;Egypt;;29876;3813;44751;inter-variantes;29493;29796;80;3;27;3732;3798;15;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP183454.1;B.1.1.529;Egypt;;29867;3813;44728;inter-variantes;29471;29789;78;4;36;3728;3797;16;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OQ315917.1;B.1.1.529;USA;MT;29860;3807;44124;inter-variantes;29552;29792;68;2;15;3715;3793;14;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON637175.1;B.1.1.529;USA;SC;29814;3822;44576;inter-variantes;29541;29748;66;1;3;3734;3800;22;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON384194.1;B.1.1.529;USA;MP;29819;3813;44644;inter-variantes;29213;29690;120;7;48;3590;3767;37;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM396818.1;B.1.1.529;USA;NJ;29826;3819;44571;inter-variantes;29601;29772;54;1;3;3766;3808;11;1;3
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM332107.1;B.1.1.529;USA;NJ;29815;3822;44559;inter-variantes;29464;29737;69;4;27;3680;3791;22;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM297839.1;B.1.1.529;USA;TN;29819;3822;44558;inter-variantes;29566;29758;61;1;3;3746;3803;19;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM263440.1;B.1.1.529;USA;TN;29808;3801;44545;inter-variantes;29469;29736;72;3;21;3662;3779;22;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM196622.1;B.1.1.529;USA;NJ;29815;3819;44551;inter-variantes;29533;29749;66;2;6;3718;3796;23;1;3
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM098592.1;B.1.1.529;USA;TX;29817;3813;44549;inter-variantes;29505;29751;57;5;30;3670;3787;17;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM080504.1;B.1.1.529;USA;MN;29805;3807;44537;inter-variantes;29525;29747;58;4;18;3712;3793;14;3;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM080566.1;B.1.1.529;USA;MN;29803;3813;44537;inter-variantes;29451;29730;64;5;36;3666;3786;18;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM080680.1;B.1.1.529;USA;MN;29804;3807;44538;inter-variantes;29532;29748;56;4;18;3716;3794;13;3;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM080705.1;B.1.1.529;USA;MN;29806;3810;44538;inter-variantes;29543;29750;56;3;15;3716;3794;16;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM080710.1;B.1.1.529;USA;MN;29805;3810;44538;inter-variantes;29534;29747;58;3;15;3724;3796;14;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM038373.1;B.1.1.529;USA;MS;29804;3801;44546;inter-variantes;29508;29745;59;4;24;3694;3787;14;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM038376.1;B.1.1.529;USA;MS;29804;3807;44546;inter-variantes;29466;29736;68;4;27;3683;3785;22;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OL579980.1;B.1.1.529;USA;FL;29831;3822;44273;inter-variantes;29626;29781;50;1;1;3782;3812;10;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON189634.1;B.1.1.529;USA;;29804;3819;44584;inter-variantes;29393;29720;75;6;42;3651;3783;27;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313199.1;B.1.1.529;USA;;29811;3822;44610;inter-variantes;29439;29733;69;5;36;3696;3795;18;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON071365.1;B.1.1.529;USA;;29808;3822;44589;inter-variantes;29411;29726;73;6;39;3684;3792;21;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP879969.1;B.1.1.529;USA;;29805;3807;44853;inter-variantes;29412;29721;84;3;24;3707;3791;16;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP879987.1;B.1.1.529;USA;;29811;3813;44855;inter-variantes;29501;29744;67;2;18;3752;3803;10;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419356.1;B.1.1.529;USA;;29805;3822;44781;inter-variantes;29439;29724;81;2;18;3750;3804;18;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419299.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29481;29739;72;2;18;3744;3801;12;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON230413.1;B.1.1.529;USA;;29808;3813;44586;inter-variantes;29391;29721;78;6;39;3634;3778;26;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313287.1;B.1.1.529;USA;;29841;3819;44599;inter-variantes;29335;29722;83;6;60;3647;3782;28;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419274.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29473;29737;74;2;18;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313032.1;B.1.1.529;USA;;29826;3828;44602;inter-variantes;29506;29752;65;3;21;3729;3804;15;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP051818.1;B.1.1.529;USA;;29809;3822;44737;inter-variantes;29408;29723;77;4;36;3691;3793;20;2;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON071549.1;B.1.1.529;USA;;29806;3819;44620;inter-variantes;29408;29720;77;5;33;3655;3784;26;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM229419.1;B.1.1.529;USA;;29806;3804;44547;inter-variantes;29376;29721;76;7;48;3687;3786;18;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON305405.1;B.1.1.529;USA;;29808;3822;44588;inter-variantes;29403;29724;75;6;39;3680;3791;22;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON188712.1;B.1.1.529;USA;;29811;3813;44585;inter-variantes;29455;29737;65;5;36;3670;3787;17;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419315.1;B.1.1.529;USA;;29805;3807;44759;inter-variantes;29488;29740;65;3;24;3727;3796;11;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419363.1;B.1.1.529;USA;;29817;3822;44762;inter-variantes;29527;29752;65;2;12;3782;3812;10;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419272.1;B.1.1.529;USA;;29811;3813;44787;inter-variantes;29489;29741;70;2;18;3744;3801;12;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419393.1;B.1.1.529;USA;;29811;3813;44741;inter-variantes;29497;29743;68;2;18;3756;3804;9;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON230809.1;B.1.1.529;USA;;29807;3819;44585;inter-variantes;29433;29727;71;5;33;3659;3785;25;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON189849.1;B.1.1.529;USA;;29805;3822;44585;inter-variantes;29404;29722;74;6;39;3684;3792;21;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419385.1;B.1.1.529;USA;;29817;3813;44763;inter-variantes;29486;29744;67;3;24;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419426.1;B.1.1.529;USA;;29829;3822;44761;inter-variantes;29593;29770;59;0;0;3786;3813;9;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419435.1;B.1.1.529;USA;;29829;3822;44760;inter-variantes;29601;29772;57;0;0;3786;3813;9;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON787303.1;B.1.1.529;USA;;29811;3813;44687;inter-variantes;29477;29738;73;2;18;3716;3794;19;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON118867.1;B.1.1.529;USA;;29817;3822;44585;inter-variantes;29493;29748;60;5;30;3728;3803;10;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP929937.1;B.1.1.529;USA;;29837;3807;44566;inter-variantes;29500;29764;73;3;18;3679;3784;23;2;15
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP983736.1;B.1.1.529;USA;;29820;3822;44887;inter-variantes;29483;29741;79;1;9;3762;3807;15;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM294238.1;B.1.1.529;USA;;29806;3819;44550;inter-variantes;29420;29723;74;5;33;3667;3787;23;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313485.1;B.1.1.529;USA;;29805;3819;44598;inter-variantes;29382;29718;78;6;42;3655;3784;26;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON264105.1;B.1.1.529;USA;;29817;3828;44591;inter-variantes;29428;29731;77;4;30;3681;3792;27;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON188719.1;B.1.1.529;USA;;29817;3819;44587;inter-variantes;29452;29737;71;4;30;3663;3786;24;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OM390558.1;B.1.1.529;USA;;29814;3819;44551;inter-variantes;29408;29726;79;5;33;3647;3782;28;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419449.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29469;29736;75;2;18;3704;3791;22;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON189200.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29403;29724;75;6;39;3680;3791;22;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON068774.1;B.1.1.529;USA;;29808;3822;44608;inter-variantes;29485;29740;68;3;21;3762;3807;15;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON966040.1;B.1.1.529;USA;;29811;3822;44726;inter-variantes;29513;29747;64;2;18;3782;3812;10;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419335.1;B.1.1.529;USA;;29820;3822;44745;inter-variantes;29563;29761;59;1;9;3786;3813;9;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON305911.1;B.1.1.529;USA;;29817;3828;44598;inter-variantes;29472;29742;66;4;30;3737;3806;13;2;12
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON003813.1;B.1.1.529;USA;;29806;3822;44596;inter-variantes;29405;29723;74;6;39;3688;3793;20;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON068785.1;B.1.1.529;USA;;29805;3816;44591;inter-variantes;29441;29732;64;5;42;3698;3794;13;3;24
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON188726.1;B.1.1.529;USA;;29809;3813;44584;inter-variantes;29409;29724;76;5;36;3630;3777;27;4;27
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON800468.1;B.1.1.529;USA;;29811;3813;44708;inter-variantes;29473;29737;74;2;18;3744;3801;12;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313115.1;B.1.1.529;USA;;29804;3819;44599;inter-variantes;29487;29736;59;4;30;3711;3798;12;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON595182.1;B.1.1.529;USA;;29817;3822;44581;inter-variantes;29449;29737;71;5;30;3692;3794;19;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419340.1;B.1.1.529;USA;;29826;3822;44756;inter-variantes;29606;29771;55;0;0;3786;3813;9;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON118588.1;B.1.1.529;USA;;29814;3819;44584;inter-variantes;29420;29729;76;5;33;3683;3791;19;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON071109.1;B.1.1.529;USA;;29808;3819;44589;inter-variantes;29430;29730;69;5;39;3695;3794;16;3;21
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON188704.1;B.1.1.529;USA;;29806;3822;44585;inter-variantes;29401;29722;75;6;39;3680;3791;22;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419295.1;B.1.1.529;USA;;29808;3813;44744;inter-variantes;29462;29732;76;2;18;3740;3800;13;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP419438.1;B.1.1.529;USA;;29822;3816;44745;inter-variantes;29575;29764;58;1;6;3765;3807;9;1;6
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON594963.1;B.1.1.529;USA;;29810;3813;44680;inter-variantes;29528;29750;60;2;18;3732;3798;15;1;9
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;OP880133.1;B.1.1.529;USA;;29804;3822;44851;inter-variantes;29474;29732;72;2;18;3774;3810;12;0;0
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON313238.1;B.1.1.529;USA;;29820;3822;44610;inter-variantes;29493;29748;63;4;27;3708;3798;15;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON208913.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29395;29722;77;6;39;3672;3789;24;3;18
OL351383.1;B.1.617.2;Egypt;;29903;3822;44491;ON226320.1;B.1.1.529;USA;;29806;3813;44587;inter-variantes;29416;29722;75;5;33;3634;3778;26;4;27
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK104624.1;B.1.617.2;Egypt;;29903;3822;44441;intra-delta;29699;29797;21;3;13;3789;3813;3;1;6
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL958479.1;B.1.617.2;Bangladesh;;29814;3816;44387;intra-delta;29678;29780;34;0;0;3812;3815;1;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK189643.1;B.1.617.2;India;;29886;3822;44449;intra-delta;29655;29786;32;3;13;3801;3816;0;1;6
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL533312.1;B.1.617.2;USA;ND;29894;3816;44401;intra-delta;29679;29787;31;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK190314.1;B.1.617.2;USA;FL;29820;3816;44417;intra-delta;29654;29762;31;1;6;3804;3813;3;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL929501.1;B.1.617.2;USA;UT;29809;3816;44517;intra-delta;29740;29788;16;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;MZ996543.1;B.1.617.2;USA;IL;29824;3816;44404;intra-delta;29679;29787;31;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;MZ979005.1;B.1.617.2;USA;FL;29820;3816;44401;intra-delta;29679;29784;30;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK396712.1;B.1.617.2;USA;MD;29834;3816;44461;intra-delta;29679;29787;31;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL532798.1;B.1.617.2;USA;FL;29894;3816;44396;intra-delta;29675;29786;32;1;6;3800;3812;4;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL416456.1;B.1.617.2;USA;FL;29825;3816;44381;intra-delta;29658;29763;30;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL535485.1;B.1.617.2;USA;IN;29872;3816;44416;intra-delta;29604;29763;31;2;30;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;MZ983858.1;B.1.617.2;USA;FL;29817;3816;44376;intra-delta;29662;29764;29;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL776371.1;B.1.617.2;USA;CA;29809;3816;44510;intra-delta;29744;29789;15;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL525066.1;B.1.617.2;USA;FL;29896;3816;44409;intra-delta;29671;29785;33;1;6;3804;3813;3;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK600503.1;B.1.617.2;USA;FL;29829;3816;44457;intra-delta;29675;29786;32;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;MZ450170.1;B.1.617.2;USA;CA;29821;3816;44352;intra-delta;29684;29786;29;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK040851.1;B.1.617.2;USA;VA;29807;3816;44423;intra-delta;29654;29768;33;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL533077.1;B.1.617.2;USA;FL;29894;3816;44397;intra-delta;29679;29787;31;1;6;3804;3813;3;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL527012.1;B.1.617.2;USA;IN;29896;3816;44399;intra-delta;29679;29787;31;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;PP219952.1;B.1.617.2;USA;;29833;3816;44504;intra-delta;29724;29784;20;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK654484.1;B.1.617.2;USA;;29820;3816;44398;intra-delta;29674;29779;30;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OP397223.1;B.1.617.2;USA;;29886;3816;44425;intra-delta;29758;29803;15;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM244655.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29789;29804;5;0;0;3812;3815;1;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM246163.1;B.1.617.2;USA;;29830;3816;44516;intra-delta;29781;29802;7;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM191603.1;B.1.617.2;USA;;29812;3816;44548;intra-delta;29733;29778;15;0;0;3796;3811;5;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM524823.1;B.1.617.2;USA;;29809;3816;44512;intra-delta;29720;29768;16;0;0;3800;3812;4;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK507690.1;B.1.617.2;USA;;29866;3816;44418;intra-delta;29675;29786;32;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM689003.1;B.1.617.2;USA;;29861;3816;44418;intra-delta;29678;29783;35;0;0;3812;3815;1;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM246247.1;B.1.617.2;USA;;29807;3816;44523;intra-delta;29746;29791;15;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM153932.1;B.1.617.2;USA;;29860;3816;44396;intra-delta;29698;29788;30;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OK653873.1;B.1.617.2;USA;;29820;3816;44398;intra-delta;29662;29776;33;1;6;3800;3812;4;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OL411226.1;B.1.617.2;USA;;29865;3816;44485;intra-delta;29662;29782;35;1;6;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;PP142372.1;B.1.617.2;USA;;29839;3816;44422;intra-delta;29645;29768;36;1;6;3796;3811;5;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM244445.1;B.1.617.2;USA;;29814;3816;44503;intra-delta;29729;29789;20;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;PP142752.1;B.1.617.2;USA;;29833;3816;44431;intra-delta;29748;29790;14;0;0;3808;3814;2;0;0
OL966486.1;B.1.617.2;Bangladesh;;29818;3816;44392;OM046899.1;B.1.617.2;USA;;29864;3816;44520;intra-delta;29754;29802;16;0;0;3804;3813;3;0;0
